mX,mY,mZ,gX,gY,gZ,aX,aY,aZ,label
51.38,-30.3,11.21,-14.89,11.35,-28.99,0.95,0.0,-0.49,0
49.38,-16.91,21.22,67.08,4.88,18.25,1.17,0.01,-0.47,0
50.72,-10.9,23.24,-31.62,36.8,-50.72,0.87,0.22,-0.12,0
50.62,-22.95,18.09,-54.81,11.35,-37.84,0.76,0.27,-0.35,0
42.64,4.85,-47.08,-0.61,0.12,0.37,-0.04,-0.03,1.0,3
42.58,-23.84,28.86,-13.43,-67.63,-26.73,-0.19,0.56,-0.89,2
42.36,5.19,-48.03,-0.85,-0.18,0.43,-0.04,-0.03,1.0,3
50.17,-24.13,19.36,-34.67,41.93,-76.29,1.27,0.03,-0.44,0
50.07,-14.64,22.41,-15.26,22.09,-37.35,0.79,0.26,-0.2,0
51.55,-33.3,5.29,-31.92,4.21,-27.59,0.86,-0.1,-0.45,0
26.73,-37.56,1.65,-5.25,35.77,-62.62,1.13,-0.97,-0.59,1
49.0,-9.74,23.56,-42.79,10.93,-27.04,0.88,0.44,-0.13,0
49.58,-14.48,22.49,67.5,-27.83,65.67,1.06,-0.31,-0.61,0
56.32,-21.68,18.79,17.58,-45.17,-39.73,0.45,0.69,-0.58,2
42.61,4.76,-46.85,-0.67,-0.12,0.37,-0.04,-0.03,1.0,3
49.95,-27.67,16.14,61.71,-9.64,-1.28,0.74,-0.05,-0.39,0
27.61,-38.0,3.52,6.53,14.65,83.98,0.61,-1.25,-0.53,1
41.86,4.8,-46.48,-0.67,0.0,0.55,-0.04,-0.03,1.0,3
34.74,-35.55,-2.17,-39.18,56.03,-58.53,0.85,-0.38,-0.34,1
48.63,-13.6,24.1,74.1,-32.35,55.66,1.1,-0.24,-0.53,0
53.0,-12.85,26.07,10.5,99.24,28.93,0.35,0.3,-1.0,2
32.31,-36.9,1.56,-41.87,2.01,-128.78,3.39,4.0,-0.03,1
40.41,-36.22,-6.24,-14.16,3.36,-115.17,0.07,0.89,0.2,2
42.8,4.6,-46.5,-0.85,-0.12,0.49,-0.04,-0.03,1.0,3
47.63,-8.91,25.02,18.74,9.58,7.32,1.16,0.19,-0.51,0
29.09,-33.42,-0.07,72.63,-2.87,86.12,0.38,-0.4,-0.47,1
48.46,-32.23,9.69,-15.14,-5.0,-27.28,0.91,-0.05,-0.44,0
29.39,-30.98,-0.92,-111.08,-9.03,121.58,0.37,-0.87,-0.48,1
49.99,-13.7,22.55,-1.04,3.3,5.07,0.87,0.22,-0.24,0
28.81,-37.77,-2.08,13.61,30.15,-138.12,3.31,0.76,-0.93,1
49.4,-13.95,23.14,31.68,0.85,4.52,1.09,0.2,-0.35,0
48.32,-9.48,24.13,-10.86,4.21,-71.04,0.91,0.2,-0.25,0
42.41,4.69,-47.19,-0.67,0.06,0.49,-0.04,-0.03,1.0,3
50.71,-10.85,22.36,1.59,11.54,-56.64,0.92,0.4,-0.11,0
39.34,-39.61,3.22,112.92,8.97,180.85,0.18,-1.25,-0.42,1
33.18,-37.83,-0.04,20.32,-126.89,179.26,0.14,-0.61,-0.11,1
52.4,-29.74,7.67,-4.58,-72.45,72.75,0.65,-0.37,-0.41,0
47.42,-11.01,23.28,10.31,-4.15,12.21,1.11,0.09,-0.42,0
48.54,-9.73,24.54,38.7,-18.55,45.17,1.34,0.36,-0.5,0
39.1,-36.32,9.19,49.56,62.93,63.05,0.91,0.23,-0.45,1
50.6,-27.36,13.88,-31.68,-3.66,-12.63,0.93,-0.17,-0.43,0
51.26,-26.65,13.79,-78.61,33.26,-38.7,0.99,-0.07,-0.6,0
50.23,-12.77,21.18,-42.66,17.4,-50.23,0.98,0.16,-0.2,0
51.27,-28.22,14.64,-115.48,86.67,38.57,-0.51,0.5,0.01,1
35.45,-37.7,-2.03,131.23,-72.63,45.65,0.05,-0.86,-0.46,1
50.12,-29.13,13.66,-76.6,16.72,-74.89,0.9,0.1,-0.57,0
47.73,-14.29,24.07,-1.28,-3.85,29.66,1.11,0.33,-0.5,0
44.87,-14.7,30.71,5.68,-27.89,-20.39,-0.1,0.26,-0.95,2
38.44,-17.13,34.03,11.66,74.28,11.9,-0.12,0.34,-0.83,2
39.56,-15.99,33.87,1.22,-74.77,-23.99,-0.19,0.38,-1.01,2
44.48,-36.25,6.63,95.4,-33.63,227.72,1.74,0.53,-0.1,1
49.21,-15.04,22.55,21.79,4.15,36.62,0.95,0.26,-0.38,0
51.72,-26.87,16.33,-83.92,32.59,-66.53,1.37,-0.01,-0.57,0
23.27,-38.39,-2.2,-15.2,-8.42,-78.86,-0.49,0.5,0.26,2
50.73,-30.6,11.06,10.31,-4.39,51.33,1.38,2.32,0.41,1
49.23,-14.97,22.17,28.02,-17.76,78.74,0.91,0.17,-0.39,0
62.6,-18.47,2.67,-2.81,-5.55,-21.18,0.74,1.12,0.16,2
54.66,-23.5,13.87,91.13,26.55,-40.34,-0.92,0.73,0.14,1
43.58,-36.34,2.22,-234.74,68.12,-313.54,0.63,1.25,0.47,1
49.57,-30.6,12.17,-58.41,8.61,19.96,-0.59,0.43,0.14,1
48.33,-19.15,21.06,37.78,-15.5,16.72,0.92,-0.02,-0.51,0
64.11,-16.08,1.16,-3.85,-5.19,-6.77,0.75,0.93,0.1,2
49.79,-27.06,15.93,-32.47,4.21,-6.77,0.94,-0.26,-0.53,0
42.64,5.09,-46.84,-0.85,-0.06,0.61,-0.04,-0.03,1.0,3
49.01,-13.83,23.07,23.68,4.64,47.06,0.96,0.34,-0.42,0
47.69,-8.42,24.8,42.48,1.77,-6.29,0.87,0.44,-0.33,0
41.59,4.49,-47.27,-0.67,-0.12,0.43,-0.04,-0.03,1.0,3
62.24,-19.21,3.56,-13.12,-1.04,44.13,0.81,1.02,0.12,2
60.5,-23.78,1.61,4.33,6.59,-80.93,0.62,0.86,0.13,2
58.42,-26.46,-1.09,-11.05,8.61,-79.47,0.63,0.95,0.19,2
50.4,-22.38,17.44,-72.39,4.27,-18.19,1.01,0.0,-0.52,0
41.93,5.26,-46.84,-0.67,0.0,0.31,-0.04,-0.03,1.0,3
49.07,-26.83,16.47,-1.28,-3.42,4.09,0.69,-0.12,-0.37,0
49.4,-14.1,22.14,71.78,-17.03,45.1,1.11,-0.11,-0.62,0
50.17,-19.1,18.92,46.88,-16.11,38.94,1.05,0.1,-0.41,0
50.72,-31.93,10.68,-36.07,18.37,-19.9,0.76,-0.06,-0.52,0
46.94,-7.17,24.73,9.4,-2.69,13.37,1.11,0.24,-0.41,0
15.78,-29.68,19.92,-16.72,-86.24,-60.85,-0.58,0.5,-0.25,2
33.63,-37.52,-1.11,9.46,2.87,66.1,-0.27,0.73,0.18,2
62.52,-20.52,4.09,-7.26,0.73,30.09,0.5,1.05,0.12,2
60.45,-18.64,14.12,-9.28,-22.58,4.27,0.48,0.5,-0.87,2
49.78,-30.08,12.1,62.56,-13.43,90.88,1.28,2.41,0.06,1
50.62,-19.51,20.32,-23.13,24.96,-39.67,1.02,0.08,-0.26,0
49.61,-33.76,-2.64,-7.69,1.22,-95.34,0.22,1.07,0.17,2
42.2,5.22,-47.85,-0.67,0.0,0.49,-0.04,-0.03,1.0,3
50.11,-24.63,16.02,-30.09,16.72,-58.78,1.13,0.0,-0.42,0
41.67,4.98,-46.18,-0.79,0.12,0.55,-0.04,-0.03,1.0,3
41.72,4.94,-46.68,-0.73,0.0,0.43,-0.04,-0.03,1.0,3
35.02,-15.31,33.36,1.59,-60.79,8.42,-0.35,0.35,-0.98,2
48.4,-8.61,23.28,67.32,-2.26,29.6,1.02,0.15,-0.65,0
44.52,-34.24,9.33,36.32,-9.83,54.2,3.43,4.0,0.33,1
34.47,-38.33,-0.26,-79.28,-76.48,182.43,0.08,-1.18,-0.4,1
52.09,-29.46,12.18,26.25,-32.29,65.67,0.68,-0.16,-0.43,0
51.4,-31.29,8.45,-111.02,20.14,-250.31,-0.05,0.55,0.44,1
63.77,-17.29,3.04,-19.59,4.94,-62.44,0.82,0.71,0.15,2
49.29,-25.32,17.09,23.8,-19.65,40.1,0.8,-0.01,-0.36,0
49.69,-13.82,28.54,-11.47,62.13,22.16,0.03,0.32,-1.18,2
42.94,-36.11,7.28,125.06,5.13,85.88,0.8,0.86,-0.68,1
62.65,-20.35,2.19,-9.34,-13.24,47.12,0.55,1.11,0.14,2
54.11,-27.29,14.07,-164.18,71.53,-83.31,-0.53,0.68,0.44,1
41.37,5.2,-47.35,-0.61,-0.06,0.31,-0.04,-0.03,1.0,3
49.73,-12.5,22.91,-6.47,27.89,-53.77,0.98,0.26,-0.15,0
47.95,-15.32,22.58,44.37,-14.47,27.59,0.99,0.04,-0.55,0
6.54,-23.79,20.21,-1.34,-45.35,-6.71,-0.83,0.4,-0.07,2
51.6,-9.56,20.56,13.98,-21.0,19.84,0.8,0.43,-0.33,0
52.21,-24.19,13.53,24.72,-13.73,-14.65,0.94,0.06,-0.28,0
16.97,-29.15,21.96,11.78,56.4,22.71,-0.8,0.57,-0.31,2
48.63,-34.22,-1.76,-17.15,5.0,-90.15,0.18,1.0,0.15,2
48.27,-12.21,23.65,65.0,-26.61,39.61,1.19,0.0,-0.67,0
47.63,-9.06,24.32,11.41,1.77,-4.27,1.13,-0.13,-0.43,0
42.36,4.42,-47.27,-0.67,0.06,0.43,-0.04,-0.03,1.0,3
37.56,-21.9,31.2,-0.61,-96.86,-27.95,-0.17,0.47,-0.93,2
42.64,4.9,-46.52,-0.61,0.06,0.43,-0.04,-0.03,1.0,3
23.86,-17.42,34.14,2.56,71.23,14.95,-0.6,0.33,-0.67,2
49.1,-12.46,23.06,33.51,-6.23,52.12,1.14,0.28,-0.46,0
49.65,-19.42,19.23,3.97,-10.93,22.71,0.76,-0.06,-0.43,0
49.28,-10.34,22.89,71.66,6.84,32.23,1.04,0.02,-0.52,0
42.49,4.59,-46.53,-0.79,0.12,0.37,-0.04,-0.03,1.0,3
42.29,4.77,-47.17,-0.67,0.06,0.31,-0.04,-0.03,1.0,3
63.24,-18.53,2.53,3.3,-6.59,2.38,0.7,1.1,0.17,2
32.93,-18.08,33.3,23.19,80.51,20.02,-0.3,0.37,-0.88,2
49.26,-19.36,20.62,93.99,-2.2,29.36,1.17,0.03,-0.49,0
50.95,-16.11,20.06,-55.85,5.43,-12.57,1.06,0.14,-0.27,0
49.73,-12.38,22.3,10.8,28.08,-21.0,0.86,0.57,-0.26,0
41.88,4.52,-47.45,-0.61,-0.06,0.43,-0.04,-0.03,1.0,3
46.53,-32.53,12.13,-32.47,-59.57,218.51,1.71,0.12,-0.51,1
29.99,-36.74,0.09,12.76,39.18,-69.27,0.88,-0.72,-0.41,1
38.0,-13.46,33.12,1.95,104.55,4.82,-0.14,0.26,-1.03,2
27.84,-38.24,-1.59,6.77,55.48,-89.9,1.52,-0.07,-0.18,1
49.38,-16.69,21.35,61.52,-4.88,11.9,1.19,0.03,-0.43,0
50.62,-9.29,22.73,-27.22,20.14,-23.13,0.94,0.25,-0.25,0
48.38,-32.59,10.41,68.66,-81.36,174.56,2.06,0.91,0.18,1
41.97,4.54,-47.77,-0.73,-0.06,0.55,-0.04,-0.03,1.0,3
61.49,-21.8,0.95,8.67,-13.31,102.97,0.72,0.84,0.13,2
27.6,-36.41,-2.4,-33.51,97.96,-75.68,1.1,-0.71,-0.6,1
50.99,-25.84,16.37,71.78,-56.95,108.34,1.15,-0.12,-0.37,0
50.78,-14.97,21.46,-21.79,14.89,-30.64,0.83,0.15,-0.22,0
42.49,4.88,-47.86,-0.55,0.0,0.43,-0.04,-0.03,1.0,3
42.29,4.88,-46.68,-0.61,0.12,0.43,-0.04,-0.03,1.0,3
42.37,5.66,-47.25,-0.55,-0.06,0.31,-0.04,-0.03,1.0,3
9.81,-17.98,27.98,1.95,33.02,6.04,-0.89,0.28,-0.36,2
50.06,-22.12,17.98,-27.53,29.3,-88.44,1.27,0.06,-0.37,0
42.05,4.49,-46.5,-0.85,-0.06,0.49,-0.04,-0.03,1.0,3
50.78,-25.22,16.42,-22.16,-7.2,-15.99,1.08,-0.07,-0.49,0
50.76,-19.46,19.41,62.32,-57.5,64.94,0.88,-0.12,-0.5,0
52.22,-27.84,13.02,47.67,-48.77,181.7,3.68,1.5,0.29,1
51.17,-14.97,21.28,-67.44,25.09,-40.34,1.03,0.05,-0.24,0
41.58,4.82,-46.12,-0.85,-0.06,0.49,-0.04,-0.03,1.0,3
42.42,4.86,-47.64,-0.55,0.0,0.49,-0.04,-0.03,1.0,3
6.15,-16.52,24.41,0.49,-68.24,-12.45,-0.69,0.23,-0.11,2
21.68,-37.11,-7.52,7.2,0.55,5.98,-0.61,0.27,0.35,2
50.0,-23.8,16.78,-79.9,8.24,-46.45,1.04,0.05,-0.41,0
49.22,-34.47,3.54,-167.72,-129.27,-351.26,0.37,1.33,0.46,1
48.17,-8.8,23.34,18.74,-17.58,30.76,1.03,0.15,-0.43,0
41.7,4.83,-47.25,-0.79,0.0,0.43,-0.04,-0.03,1.0,3
13.22,-29.35,18.64,17.15,40.34,16.78,-0.8,0.51,-0.15,2
41.8,4.44,-47.52,-0.55,0.06,0.49,-0.04,-0.03,1.0,3
49.08,-11.72,22.95,71.41,-33.2,54.14,1.27,0.1,-0.46,0
32.54,-35.57,-1.12,102.78,-32.17,72.69,0.0,-1.31,-0.76,1
41.63,5.4,-45.68,-0.61,0.06,0.37,-0.04,-0.03,1.0,3
41.48,4.74,-46.4,-0.61,0.12,0.55,-0.04,-0.03,1.0,3
42.57,5.02,-47.01,-0.85,-0.06,0.43,-0.04,-0.03,1.0,3
48.89,-9.63,24.83,-3.48,26.55,-29.11,0.84,0.33,-0.14,0
51.77,-14.62,20.45,-46.51,35.4,-61.52,0.96,0.12,-0.19,0
41.86,5.04,-47.01,-0.61,0.06,0.24,-0.04,-0.03,1.0,3
50.96,-20.35,18.23,-49.74,10.93,-48.71,1.22,-0.04,-0.47,0
36.67,-15.59,34.33,-6.53,91.8,21.61,-0.21,0.38,-0.94,2
53.64,-29.38,12.77,-6.47,-12.63,34.0,0.61,-0.19,-0.39,0
42.18,5.16,-47.3,-0.67,0.0,0.37,-0.04,-0.03,1.0,3
62.35,-19.29,5.55,-61.95,-22.71,-38.57,0.76,1.1,-0.19,2
53.71,-19.68,15.77,-13.73,-9.28,9.7,0.72,0.21,0.03,0
38.13,-36.45,2.33,-13.92,-17.7,-94.97,3.43,-0.37,-0.83,1
50.76,-13.35,22.0,-24.23,25.63,-58.78,0.89,0.15,-0.21,0
26.75,-23.11,30.25,10.93,-68.18,-30.88,-0.38,0.41,-0.51,2
42.05,4.44,-47.96,-0.55,0.0,0.55,-0.04,-0.03,1.0,3
42.2,5.13,-47.91,-0.67,-0.06,0.49,-0.04,-0.03,1.0,3
50.21,-11.8,23.28,71.78,-5.92,17.03,1.1,-0.07,-0.56,0
51.88,-17.81,18.52,-47.36,25.51,-47.3,1.11,0.24,-0.14,0
41.78,4.57,-46.61,-0.49,0.0,0.61,-0.04,-0.03,1.0,3
52.32,-25.99,13.0,34.0,-57.13,68.91,0.78,-0.18,-0.34,0
42.54,4.91,-48.32,-0.92,0.06,0.43,-0.04,-0.03,1.0,3
49.62,-26.57,14.78,-10.31,-8.67,-25.02,0.92,-0.04,-0.42,0
51.31,-24.98,22.69,-34.48,-71.47,-64.58,0.36,0.8,-0.71,2
45.36,-35.9,7.48,30.33,-25.21,161.74,2.66,1.5,0.42,1
48.4,-12.07,22.89,2.62,23.74,-41.93,0.84,0.31,-0.13,0
48.69,-28.69,15.08,-14.22,0.92,-17.7,0.83,-0.03,-0.44,0
51.64,-26.29,12.87,-48.34,-4.58,-23.01,1.08,-0.06,-0.5,0
42.54,5.21,-46.37,-0.79,0.0,0.37,-0.04,-0.03,1.0,3
41.89,4.83,-46.88,-0.85,-0.06,0.43,-0.04,-0.03,1.0,3
42.38,-36.84,5.43,-146.67,57.56,-298.77,0.47,1.08,0.48,1
42.61,5.09,-46.96,-0.61,0.06,0.31,-0.04,-0.03,1.0,3
47.42,-11.71,22.92,7.93,5.68,34.0,0.77,0.17,-0.37,0
32.65,-36.04,-0.37,86.61,34.97,-19.29,0.33,-1.05,-0.69,1
26.56,-21.08,31.96,12.15,61.58,10.25,-0.52,0.44,-0.68,2
47.31,-35.31,7.78,-19.65,14.22,75.99,0.94,1.6,0.37,1
56.48,-28.87,4.05,25.76,4.33,119.75,0.64,1.02,0.03,2
28.43,-37.48,-8.59,15.38,4.52,55.24,-0.48,0.48,0.29,2
52.7,-28.33,13.21,36.68,-24.23,144.53,1.37,2.1,0.2,1
39.01,-36.08,-4.41,-11.96,2.44,-74.16,-0.18,0.73,0.32,2
26.14,-37.66,-7.98,-3.17,-12.33,-85.21,-0.5,0.51,0.3,2
51.29,-26.5,14.86,-127.2,67.02,-56.64,0.91,0.28,-0.37,0
49.76,-21.56,20.0,6.84,-6.1,20.51,0.85,-0.09,-0.37,0
28.32,-15.99,35.21,9.52,109.68,23.62,-0.37,0.34,-0.89,2
41.98,5.53,-46.95,-0.61,-0.06,0.67,-0.04,-0.03,1.0,3
40.44,-36.85,-3.75,27.34,8.79,98.02,-0.05,0.81,0.19,2
49.58,-19.09,19.25,-28.38,0.85,-17.94,0.96,-0.07,-0.48,0
42.42,5.26,-46.33,-0.61,0.12,0.43,-0.04,-0.03,1.0,3
50.44,-21.79,18.58,-6.59,-4.88,6.59,0.76,0.02,-0.39,0
47.92,-35.62,4.21,-201.23,-9.89,-198.61,0.72,0.99,0.52,1
29.08,-37.92,-1.01,-8.79,35.77,-102.48,1.1,-1.03,-0.46,1
29.38,-37.4,-1.72,-38.82,28.75,-134.64,3.78,4.0,-0.56,1
57.75,-11.0,19.7,-7.45,71.04,20.63,0.35,0.35,-1.12,2
42.27,5.4,-47.09,-0.67,0.0,0.49,-0.04,-0.03,1.0,3
57.24,-11.77,21.5,4.21,-64.76,-25.51,0.48,0.34,-1.02,2
42.19,4.63,-48.5,-0.67,-0.06,0.31,-0.04,-0.04,1.0,3
42.25,4.82,-47.83,-0.67,-0.06,0.49,-0.04,-0.03,1.0,3
50.04,-21.92,18.53,-70.43,4.76,-22.64,0.97,-0.15,-0.54,0
43.8,-36.65,6.29,49.62,44.07,124.39,0.09,0.93,0.02,2
54.98,-29.76,-0.55,-5.07,20.08,-109.25,0.46,1.1,0.16,2
50.35,-19.58,20.39,74.1,-31.13,28.5,0.99,-0.12,-0.55,0
50.0,-33.61,-0.42,-5.86,1.95,115.11,0.28,0.99,0.13,2
36.39,-36.02,2.0,-109.62,9.89,-184.08,3.75,4.0,-0.28,1
39.11,-36.91,-3.94,-5.74,-5.25,-72.94,-0.12,0.95,0.21,2
41.67,4.37,-46.88,-0.85,-0.06,0.49,-0.04,-0.03,1.0,3
17.59,-36.54,-1.42,19.96,1.04,22.4,-0.71,0.26,0.28,2
49.71,-15.17,22.19,-43.4,12.33,-67.57,1.21,-0.47,-0.33,0
42.32,4.76,-47.86,-0.79,0.0,0.37,-0.04,-0.03,1.0,3
51.31,-32.54,8.79,-28.08,-11.23,11.6,0.69,-0.23,-0.49,0
49.99,-30.83,9.27,-39.61,-31.25,123.72,3.34,1.63,0.02,1
48.27,-11.83,22.84,-24.66,23.86,-19.59,0.83,0.12,-0.21,0
64.05,-13.21,2.82,-4.64,3.78,-41.26,0.9,0.66,0.14,2
10.07,-17.1,27.33,16.78,92.22,11.47,-0.71,0.33,-0.33,2
41.33,5.04,-47.85,-0.98,-0.12,0.55,-0.04,-0.03,1.0,3
50.24,-23.23,18.97,1.65,-5.13,14.83,0.8,0.05,-0.28,0
48.8,-27.93,14.78,18.01,-4.39,20.63,0.72,-0.07,-0.35,0
49.83,-16.2,22.31,-63.66,9.58,-47.0,1.12,0.11,-0.3,0
61.82,-19.95,1.89,9.83,19.35,-71.96,0.71,0.77,0.12,2
50.74,-18.42,19.43,-52.61,-3.97,-11.6,0.98,0.14,-0.3,0
42.93,4.93,-46.36,-0.67,0.0,0.37,-0.04,-0.03,1.0,3
42.04,4.83,-47.07,-0.73,0.0,0.37,-0.04,-0.04,1.0,3
25.63,-37.51,1.14,58.72,44.92,-22.09,1.06,-1.29,-0.46,1
32.39,-36.19,-0.42,54.2,65.67,-84.17,0.76,-0.55,-0.34,1
51.04,-20.51,19.91,99.61,-20.94,34.61,1.23,-0.1,-0.52,0
42.19,4.79,-47.33,-0.67,-0.12,0.49,-0.04,-0.03,1.0,3
55.99,-15.61,22.22,-8.61,-75.56,-28.02,0.43,0.42,-1.1,2
42.21,4.59,-46.7,-0.73,0.06,0.49,-0.04,-0.03,1.0,3
50.09,-13.9,22.58,-16.11,34.91,-52.37,0.96,0.05,-0.25,0
51.53,-26.7,14.05,68.05,-64.94,72.08,0.92,-0.23,-0.38,0
42.07,5.32,-46.67,-0.79,0.0,0.49,-0.04,-0.03,1.0,3
41.8,4.86,-46.28,-0.55,-0.12,0.49,-0.04,-0.03,1.0,3
10.03,-16.3,27.61,5.13,81.54,12.08,-0.67,0.28,-0.27,2
52.05,-29.19,11.17,21.67,-33.26,149.11,2.49,2.71,-0.1,1
22.33,-22.73,30.22,-4.88,-58.11,-18.68,-0.64,0.46,-0.63,2
52.82,-17.61,15.37,-11.72,29.11,-44.8,0.96,0.23,-0.08,0
52.58,-23.3,15.34,-26.55,-0.67,-16.78,0.9,-0.18,-0.43,0
42.29,4.85,-47.34,-0.92,0.06,0.43,-0.04,-0.03,1.0,3
47.8,-9.58,25.45,-2.01,-11.78,52.0,1.05,0.14,-0.56,0
20.83,-37.68,-1.15,36.32,28.02,-116.15,1.29,-0.8,-0.22,1
50.63,-31.53,9.51,-156.19,28.26,-291.44,0.15,0.73,0.33,1
42.68,4.77,-46.58,-0.85,0.12,0.49,-0.04,-0.03,1.0,3
29.43,-37.85,0.32,65.12,58.04,45.96,0.67,-1.51,-0.46,1
41.75,4.72,-47.03,-0.79,0.06,0.49,-0.04,-0.03,1.0,3
39.05,-38.12,0.31,-20.2,-100.83,227.72,0.02,-1.23,-0.51,1
53.41,-26.75,14.23,17.82,40.41,-43.95,-0.85,0.83,0.46,1
51.16,-32.65,-3.34,-17.7,7.2,-99.85,0.27,1.01,0.16,2
45.65,-35.27,7.74,-171.87,28.2,-397.64,0.32,1.54,0.13,1
48.89,-11.4,24.05,-26.12,-2.62,-33.69,0.87,0.02,-0.31,0
36.63,-38.17,1.99,52.43,-72.33,134.34,0.08,-0.84,-0.45,1
52.16,-19.81,16.75,62.26,-40.71,71.9,1.05,0.07,-0.3,0
51.27,-30.16,11.82,15.26,-28.5,24.23,0.65,-0.25,-0.46,0
42.32,4.66,-45.73,-0.79,-0.06,0.55,-0.04,-0.03,1.0,3
42.24,4.87,-47.69,-0.67,-0.06,0.49,-0.04,-0.03,1.0,3
47.83,-12.22,24.9,2.93,-6.1,7.32,1.19,0.2,-0.49,0
42.82,5.22,-47.05,-0.79,-0.06,0.37,-0.04,-0.03,1.0,3
24.6,-20.23,31.43,-7.93,-122.92,-17.94,-0.46,0.39,-0.72,2
52.91,-29.3,10.58,12.88,-9.7,-11.35,-0.76,0.4,0.08,1
51.79,-19.58,19.73,-31.07,-5.86,-11.96,0.68,-0.14,-0.43,0
42.26,5.29,-45.35,-0.73,-0.06,0.43,-0.04,-0.03,1.0,3
51.28,-28.63,13.65,0.85,-1.16,-28.87,0.87,-0.07,-0.42,0
27.05,-37.22,-0.06,11.23,87.04,-203.31,3.37,3.47,-0.42,1
43.07,5.59,-47.11,-0.55,0.0,0.37,-0.04,-0.03,1.0,3
48.73,-15.47,22.39,89.54,-35.83,53.77,1.19,0.04,-0.62,0
50.98,-25.38,16.35,-76.78,19.04,-49.56,0.95,0.12,-0.47,0
63.76,-14.61,2.43,9.89,1.77,16.6,0.8,0.88,0.07,2
45.75,-36.02,0.42,-14.47,-11.35,-99.79,0.18,1.01,0.14,2
61.98,-20.28,2.1,-7.93,2.87,-68.6,0.77,0.98,0.15,2
23.05,-17.33,33.42,25.45,-97.11,-18.25,-0.55,0.41,-0.71,2
40.89,-36.49,3.55,-188.66,40.16,-217.77,1.42,1.66,0.55,1
61.52,-20.2,7.09,-1.89,-7.75,102.97,0.81,1.05,-0.02,2
42.43,4.99,-47.58,-0.85,0.0,0.43,-0.04,-0.03,1.0,3
42.41,4.91,-47.17,-0.85,0.18,0.37,-0.04,-0.03,1.0,3
49.24,-31.82,11.08,4.39,4.52,-48.28,0.85,-0.07,-0.38,0
48.0,-11.01,24.98,30.82,4.21,34.67,0.93,0.11,-0.47,0
49.12,-12.32,21.67,-29.6,23.25,-53.47,0.99,0.13,-0.19,0
59.62,-24.51,4.24,-64.15,-12.7,-79.1,0.66,0.97,-0.03,2
51.14,-19.84,19.04,4.03,14.95,-59.81,1.21,-0.01,-0.32,0
27.64,-23.79,30.24,-12.33,-44.8,-23.68,-0.5,0.47,-0.6,2
51.25,-32.1,8.31,30.82,29.66,-29.91,-0.63,0.49,-0.01,1
36.39,-18.09,33.02,-5.25,-101.26,-38.21,-0.19,0.43,-1.03,2
42.25,5.07,-47.24,-0.67,-0.06,0.31,-0.04,-0.03,1.0,3
52.27,-21.35,18.37,-71.59,32.29,-54.87,1.3,-0.23,-0.56,0
49.72,-29.53,14.69,-20.02,-18.92,44.07,0.57,-0.18,-0.4,0
48.18,-18.55,27.36,0.85,77.76,19.84,0.03,0.44,-0.91,2
31.6,-36.4,-2.97,31.01,33.51,-43.21,0.63,-0.06,-0.44,1
41.92,-36.32,0.94,-150.88,57.07,-201.72,3.23,-0.12,0.74,1
49.76,-28.61,14.18,-59.33,-7.45,-26.37,0.82,-0.06,-0.41,0
49.69,-30.6,13.37,10.19,14.04,52.8,1.64,2.92,0.18,1
50.39,-28.92,13.95,-8.18,38.94,30.64,-0.48,0.28,0.16,1
33.08,-16.89,33.97,3.85,-96.07,-30.82,-0.32,0.38,-0.98,2
50.84,-7.62,21.85,-11.17,1.83,-1.22,0.8,0.48,-0.17,0
49.55,-15.7,21.7,36.74,4.15,9.22,0.99,0.3,-0.33,0
8.53,-29.42,13.94,13.49,-15.63,1.4,-0.69,0.45,0.13,2
51.83,-29.79,11.17,-99.24,-78.19,49.38,-0.6,0.78,0.25,1
48.38,-32.97,8.84,22.09,-31.56,58.35,3.72,3.25,-0.07,1
50.87,-22.79,18.58,67.63,-40.59,28.56,0.87,-0.22,-0.49,0
51.66,-24.96,14.5,25.09,-5.68,15.32,0.73,-0.04,-0.34,0
50.17,-11.45,22.13,-18.55,6.16,-6.9,0.84,0.29,-0.26,0
52.88,-27.53,10.8,-52.55,13.98,-23.07,0.84,0.1,-0.27,0
0.54,-17.13,18.66,-3.36,-48.71,-6.23,-0.71,0.15,0.2,2
22.09,-37.39,-7.37,-9.03,-3.72,-61.65,-0.56,0.39,0.3,2
60.08,-14.1,15.08,-14.95,-7.2,6.71,0.43,0.35,-0.93,2
50.67,-22.95,16.96,-39.73,8.67,-15.32,0.81,0.13,-0.32,0
48.14,-11.16,23.94,5.07,14.22,1.46,1.33,0.26,-0.24,0
24.79,-38.12,-3.89,-7.39,-5.07,-92.9,-0.46,0.61,0.24,2
14.29,-15.93,30.83,-12.82,80.14,31.31,-0.74,0.32,-0.62,2
42.96,4.87,-46.63,-0.55,0.0,0.55,-0.04,-0.03,1.0,3
51.83,-22.35,17.66,11.47,-8.18,3.05,0.68,-0.1,-0.38,0
18.03,-36.78,-2.87,4.52,-1.16,-41.87,-0.65,0.27,0.3,2
50.44,-15.97,21.47,-32.71,24.11,-59.39,0.93,0.32,-0.19,0
34.27,-25.09,28.91,-13.98,-62.19,-32.35,-0.39,0.55,-0.79,2
33.36,-37.12,3.04,29.72,17.33,69.09,0.19,-0.68,-0.71,1
42.32,4.74,-47.17,-0.79,0.06,0.37,-0.04,-0.03,1.0,3
