mX,mY,mZ,gX,gY,gZ,aX,aY,aZ,label
49.5,-11.83,23.47,-20.26,16.3,-89.11,1.07,0.3,-0.21,walking
48.91,-8.63,23.27,-15.01,-0.24,-30.58,0.87,0.32,-0.16,walking
48.47,-6.03,24.77,13.06,0.67,14.95,0.88,0.42,-0.28,walking
49.94,-10.64,23.55,23.07,-24.78,62.19,1.11,0.43,-0.71,walking
50.35,-18.93,20.56,128.78,-41.32,64.88,1.45,0.01,-0.59,walking
51.86,-28.44,13.85,86.12,-23.19,54.75,0.94,-0.09,-0.44,walking
51.94,-31.96,3.53,7.63,-48.22,56.88,0.7,-0.15,-0.35,walking
48.05,-33.86,2.78,-2.69,-15.81,-6.16,0.62,-0.32,-0.41,walking
51.88,-31.46,8.86,-92.29,22.52,-52.8,0.99,0,-0.59,walking
52.14,-23.83,16.08,-64.27,7.02,-77.7,1.25,0.17,-0.42,walking
52.11,-16.82,19.43,-25.57,39.92,-94.85,1.11,0.22,-0.14,walking
50.72,-10.9,23.24,-31.62,36.8,-50.72,0.87,0.22,-0.12,walking
49.3,-7.31,24.87,28.02,15.69,-28.02,0.91,0.29,-0.34,walking
50.11,-8.59,23.21,1.83,-10.07,48.03,0.92,0.47,-0.47,walking
50.39,-13.5,21.78,104.68,-20.14,58.96,1.42,0.37,-0.62,walking
50.73,-22.63,17.59,90.94,-79.59,106.75,1.29,-0.13,-0.5,walking
49.58,-32.57,6.57,38.94,-53.59,78.67,0.86,-0.22,-0.26,walking
47.22,-33.92,2.54,-12.88,0.55,9.83,0.51,-0.3,-0.38,walking
48.57,-33.64,4.68,-39.98,-15.81,-39.79,0.95,-0.24,-0.52,walking
50.63,-29.8,10.93,-54.87,35.1,-65.19,1.26,-0.06,-0.48,walking
51.83,-19.7,18.27,-65.31,36.93,-65.25,1.13,0.23,-0.18,walking
50.66,-13.29,21.15,-68.24,49.5,-55.54,1.04,0.06,-0.18,walking
49.43,-8.06,23.85,-44.43,0.37,-32.53,0.88,0.32,-0.23,walking
49.08,-6.64,23.25,-10.5,-7.63,-18.74,1.29,0.21,-0.57,walking
48.4,-8.61,23.28,67.32,-2.26,29.6,1.02,0.15,-0.65,walking
50.21,-15.09,22.66,111.76,-32.96,40.1,1.19,-0.07,-0.53,walking
52.76,-22.97,17.25,66.16,-86.3,69.76,0.89,-0.28,-0.47,walking
52.4,-29.74,7.67,-4.58,-72.45,72.75,0.65,-0.37,-0.41,walking
50.84,-32.28,6.68,-8.73,9.83,0.06,0.76,-0.26,-0.4,walking
50.77,-28.74,12.77,-65.25,14.53,-35.95,1.2,0.13,-0.43,walking
51.94,-22.95,18.26,-84.05,54.93,-38.88,0.99,-0.03,-0.3,walking
50.7,-15.44,21.36,-98.75,-2.38,-58.04,1.13,0.14,-0.27,walking
50.05,-5.04,23.96,-44.43,1.1,-58.53,1.05,0.51,-0.16,walking
49.1,-3.1,22.86,-2.75,-5.43,-2.62,1.16,0.72,-0.41,walking
50.24,-6.05,22.8,97.66,-33.69,56.76,1.15,0.73,-0.4,walking
50.04,-15.03,22.56,184.14,-15.87,61.71,1.45,0.4,-0.62,walking
50.17,-30.42,10.94,136.29,-55.48,54.14,0.88,-0.15,-0.5,walking
49.37,-33.87,4.6,28.38,-38.21,19.53,0.59,-0.35,-0.34,walking
49.63,-32.81,1.44,-54.63,-10.44,-5.37,0.84,-0.42,-0.5,walking
51.06,-31.07,10.06,-57.56,-23.38,-36.62,1.21,0.07,-0.32,walking
52.27,-22.94,15.43,-22.95,42.72,-81.24,1.13,0.18,-0.11,walking
51.88,-18.24,19.08,-68.24,18.62,-37.05,1.02,0.23,-0.13,walking
51.6,-13.02,21.36,-44.37,47.79,-46.08,1.05,0.25,-0.16,walking
50.56,-10.13,22.8,-9.4,14.28,-18.25,1.18,0.43,-0.36,walking
50.02,-9.92,23.75,11.6,-17.27,35.34,1.03,0.43,-0.36,walking
49.63,-16.48,21.41,107.24,-32.04,45.17,1.3,0.31,-0.48,walking
50.99,-25.84,16.37,71.78,-56.95,108.34,1.15,-0.12,-0.37,walking
48.24,-31.69,9.79,23.07,-73.12,80.32,0.75,-0.2,-0.29,walking
47.27,-35.12,6.12,-17.58,5.37,-14.22,0.76,-0.3,-0.47,walking
48.95,-30.32,13.7,-92.96,24.17,-60.61,1,0.02,-0.5,walking
50.94,-22.42,18.19,-101.38,49.13,-82.09,1.15,0.08,-0.56,walking
50.27,-15.69,22.39,-52.98,14.77,-65.19,1.08,0.14,-0.17,walking
49,-9.74,23.56,-42.79,10.93,-27.04,0.88,0.44,-0.13,walking
48.19,-7.46,24.69,18.8,-0.79,-0.24,1.03,0.53,-0.29,walking
49.56,-10.38,24.46,35.77,-62.93,45.72,1,0.2,-0.52,walking
49.93,-15.64,22.67,94.85,-36.5,26.67,1.24,0.02,-0.56,walking
50.85,-21.56,18.87,81.73,-55.54,82.52,1.01,-0.06,-0.48,walking
50.95,-29.28,11.3,45.41,-52.31,87.1,0.79,-0.12,-0.32,walking
49.01,-33.73,5.68,-20.08,3.72,18.19,0.67,-0.55,-0.56,walking
50.12,-29.13,13.66,-76.6,16.72,-74.89,0.9,0.1,-0.57,walking
50.55,-22.11,18.44,-75.99,38.15,-80.02,1.34,0.04,-0.41,walking
49.82,-15.21,22.06,-35.46,11.96,-65.98,1.08,0.39,-0.09,walking
48.9,-9.83,24.63,-44.37,1.4,-10.07,0.9,0.53,-0.03,walking
48.3,-7.54,23.77,17.21,25.82,-21.3,1.17,0.62,-0.39,walking
48.5,-8.91,23.03,23.44,10.86,34.06,0.93,0.24,-0.53,walking
49.52,-13.12,23.78,108.4,-8.3,11.23,1.08,-0.24,-0.62,walking
50.76,-19.46,19.41,62.32,-57.5,64.94,0.88,-0.12,-0.5,walking
51.93,-28.2,12.39,19.71,-70.68,60.85,0.61,-0.3,-0.3,walking
52.59,-29.8,10.78,-12.45,-12.94,5.19,0.74,-0.15,-0.43,walking
51.53,-27.27,13.7,-93.2,41.02,-44.92,0.79,0.03,-0.49,walking
52.27,-21.35,18.37,-71.59,32.29,-54.87,1.3,-0.23,-0.56,walking
50.31,-14,22.14,-38.82,-2.44,-53.41,1.14,0.12,-0.07,walking
49.94,-9.11,22.71,-51.09,12.02,-57.98,0.8,0.21,-0.18,walking
48.68,-4.47,24.69,40.95,-13.31,-30.27,1.09,0.57,-0.29,walking
48.75,-5.88,23.99,22.09,-5.25,39.98,0.97,0.14,-0.43,walking
50.11,-11.67,22.45,77.76,-12.02,41.93,1.14,0.03,-0.58,walking
51.59,-19.26,18.23,66.77,-54.93,63.72,0.91,-0.18,-0.5,walking
52.25,-25.01,14.98,47.3,-60.36,55.18,0.7,-0.17,-0.34,walking
51.61,-29.49,9.46,-10.01,-20.14,28.44,0.72,-0.32,-0.48,walking
52.05,-27.28,14.61,-41.99,29.54,-44.74,1.06,0.02,-0.28,walking
52.31,-21.26,17.08,-65.31,28.93,-49.01,1.05,0.07,-0.24,walking
51.84,-16.91,18.93,-34.91,3.11,-55.97,0.99,0.18,-0.11,walking
51.89,-12.48,20.68,-26.67,4.82,-44.37,0.94,0.39,-0.05,walking
52.25,-10.03,21.08,-19.65,14.04,-10.31,1.06,0.3,-0.35,walking
51.6,-9.56,20.56,13.98,-21,19.84,0.8,0.43,-0.33,walking
51.76,-13.5,20.74,99.55,-17.21,15.63,1.25,0.21,-0.26,walking
52.16,-19.81,16.75,62.26,-40.71,71.9,1.05,0.07,-0.3,walking
52.21,-27.69,11.39,24.48,-47.3,57.19,0.76,-0.14,-0.19,walking
52.61,-28.75,8.59,6.23,-5.55,-2.62,0.82,-0.13,-0.29,walking
52.88,-27.53,10.8,-52.55,13.98,-23.07,0.84,0.1,-0.27,walking
52.98,-23.85,13.23,-28.2,25.7,-44.13,1.15,-0.11,-0.37,walking
53.25,-18.91,17.14,-23.62,13.61,-36.93,1,-0.1,-0.13,walking
52.45,-15.26,19.15,-30.76,23.99,-42.48,0.89,0.15,-0.08,walking
51.45,-11.88,21.11,4.15,8.73,-34.24,1.08,0.23,-0.14,walking
50.46,-9.69,21.91,19.59,-20.69,-39.06,0.82,0.63,-0.3,walking
51.51,-11.01,21.83,50.48,-14.71,42.6,1.23,0.33,-0.41,walking
50.71,-19.82,19.02,68.66,-14.59,78,1.23,0.07,-0.35,walking
51.35,-26.48,13.09,21.79,-61.1,90.09,0.78,-0.09,-0.33,walking
49.78,-30.86,9.55,28.44,-28.75,22.58,0.65,-0.24,-0.39,walking
50.38,-30.98,9.46,-77.58,42.54,-47.61,0.82,-0.12,-0.44,walking
52.22,-23.17,15.66,-11.78,36.25,-93.51,1.28,-0.07,-0.49,walking
51.88,-17.81,18.52,-47.36,25.51,-47.3,1.11,0.24,-0.14,walking
51.49,-14,19.76,-28.38,23.99,-60.24,0.92,0.31,-0.04,walking
50.95,-10.46,21.56,-16.6,4.52,-22.46,0.95,0.52,-0.11,walking
50.95,-9.61,21.04,3.3,2.44,-0.24,1.18,0.43,-0.38,walking
50.62,-13.51,20.02,66.65,-11.96,39.98,1.3,0.16,-0.42,walking
51.89,-20.1,17.26,71.9,-30.27,63.17,1.22,-0.03,-0.36,walking
52.32,-25.99,13,34,-57.13,68.91,0.78,-0.18,-0.34,walking
50.5,-29.96,8.72,12.33,-4.33,9.28,0.58,-0.23,-0.32,walking
52.11,-28.81,11,-49.62,21.73,-38.51,0.94,-0.12,-0.34,walking
52.93,-24.65,14.48,-39,37.35,-56.15,1.24,-0.05,-0.37,walking
51.76,-19.43,18.42,-53.65,27.77,-36.44,1,-0.01,-0.16,walking
51.77,-14.62,20.45,-46.51,35.4,-61.52,0.96,0.12,-0.19,walking
50.62,-9.29,22.73,-27.22,20.14,-23.13,0.94,0.25,-0.25,walking
50.04,-7.82,22.27,8.3,6.84,-12.02,1.14,0.25,-0.45,walking
50.65,-9.53,22.69,62.38,-23.38,35.77,1.21,0.14,-0.42,walking
52.12,-14.98,20.12,67.08,-22.83,70.43,1.17,-0.01,-0.44,walking
52.67,-26.03,13.87,21.73,-61.16,102.66,0.85,-0.17,-0.39,walking
51.01,-30.48,9.09,31.43,-30.27,39.25,0.52,-0.24,-0.34,walking
50.87,-30.65,9.08,-41.99,16.3,-24.54,0.77,-0.34,-0.42,walking
52.59,-26.21,14.03,-12.7,44.8,-69.34,1.29,-0.2,-0.38,walking
53.02,-19.46,17.68,-61.1,53.65,-57.5,1.1,-0.06,-0.25,walking
50.85,-11.3,22.94,-43.7,27.34,-62.74,1.03,0.08,-0.19,walking
49.57,-7.45,22.62,-3.54,2.62,-29.6,0.97,0.37,-0.25,walking
49.82,-7.51,23.5,9.7,-7.57,-0.18,1.28,0.19,-0.45,walking
49.99,-9.67,23.3,29.72,-25.27,86.06,1.13,0.15,-0.48,walking
52.04,-19.07,19.56,83.25,-49.62,68.54,1.1,-0.07,-0.46,walking
51.53,-26.7,14.05,68.05,-64.94,72.08,0.92,-0.23,-0.38,walking
50.9,-31.16,9.79,-4.7,-24.23,31.43,0.59,-0.16,-0.39,walking
51.05,-31.88,8.29,-33.75,11.23,-19.1,0.92,-0.14,-0.46,walking
51.68,-24.91,17.31,-83.19,50.23,-58.59,0.97,0.11,-0.33,walking
52.01,-19.31,19.18,-49.44,16.97,-73.3,1.24,0,-0.28,walking
51.37,-13.71,20.8,-31.19,23.32,-60.24,0.9,0.13,-0.17,walking
51.03,-10.11,22.47,-31.92,-1.71,-1.95,0.78,0.41,-0.15,walking
51.46,-9.42,22.39,42.36,-5.86,-10.86,1.01,0.22,-0.46,walking
51.33,-12.43,21.12,79.59,-7.87,26.43,1.06,0.23,-0.47,walking
51.98,-18.02,19.89,101.38,-5.07,32.65,1.23,-0.09,-0.49,walking
53.2,-24.07,14.26,44.68,-57.19,84.11,0.9,-0.22,-0.39,walking
51.66,-29.85,9.34,22.95,-54.93,59.57,0.64,-0.14,-0.25,walking
50.12,-31.48,9.29,-42.3,5.19,-13.24,0.75,-0.03,-0.43,walking
51.29,-26.5,14.86,-127.2,67.02,-56.64,0.91,0.28,-0.37,walking
50.84,-18.75,19.93,-38.09,45.65,-106.08,1.47,-0.03,-0.36,walking
50.23,-12.77,21.18,-42.66,17.4,-50.23,0.98,0.16,-0.2,walking
49.39,-7.57,23.36,-17.09,19.59,-34.12,0.84,0.44,-0.18,walking
48.89,-7.14,22.72,30.76,24.6,-3.3,1.04,0.33,-0.4,walking
49.33,-9.85,22.64,57.37,-3.78,61.4,1.23,0.32,-0.53,walking
50.29,-16.49,22.08,96.07,-37.9,56.15,1.17,-0.09,-0.57,walking
51.38,-27.77,13.39,52.31,-52.31,89.05,0.77,-0.21,-0.37,walking
50.09,-32.04,9.57,19.59,-39.55,31.37,0.56,-0.24,-0.31,walking
51.15,-31.35,8.23,-37.05,-6.04,-30.03,0.91,-0.12,-0.48,walking
52,-26.54,12.93,-85.33,60.42,-66.04,1.03,0.17,-0.42,walking
51.07,-15.87,20.96,-57.31,42.97,-68.36,1.16,0.1,-0.35,walking
50.09,-11.47,22.16,-24.41,37.11,-52.98,0.96,0.01,-0.23,walking
49.15,-8.51,24.01,-36.44,19.1,-16.48,0.77,0.35,-0.14,walking
48.63,-7.62,24.04,-7.45,-12.63,24.84,1.13,0.16,-0.51,walking
48.89,-10.44,23.01,22.34,-36.32,58.29,1.25,0.16,-0.51,walking
51.62,-16.54,20.08,43.58,-58.41,92.04,1,-0.34,-0.5,walking
52.53,-22.92,17.21,61.22,-35.34,34.61,0.83,-0.2,-0.38,walking
53.32,-26.77,13.12,16.05,-13.79,15.32,0.62,-0.05,-0.31,walking
53.28,-27.21,12.44,-15.87,1.83,-12.76,1.05,-0.08,-0.45,walking
52.37,-23.57,17.46,-37.96,33.2,-42.11,0.94,0.21,-0.36,walking
51.28,-15.52,21.29,-74.22,37.23,-62.74,1.16,-0.15,-0.39,walking
50.01,-9.94,22.73,-32.23,15.81,-66.22,0.94,0.08,-0.18,walking
49.29,-6.1,23.39,-41.5,10.25,-30.33,0.78,0.3,-0.24,walking
48.65,-4.79,23.75,39.67,-9.28,-16.11,1.12,0.1,-0.39,walking
48.67,-7.5,24.83,7.08,-21.12,81.91,1.09,0.22,-0.44,walking
50.57,-13.87,21.72,93.44,-29.91,54.93,1.2,-0.05,-0.54,walking
51.67,-22.2,17.87,62.93,-57.8,95.76,0.97,-0.22,-0.41,walking
50.46,-28.33,12.76,14.71,-44.92,59.27,0.56,-0.2,-0.32,walking
50.13,-30.71,9.51,-9.4,22.89,-30.46,0.67,-0.23,-0.47,walking
52.26,-24.48,14.83,-67.38,32.23,-69.03,0.88,0,-0.41,walking
52.37,-18.9,19.17,-22.64,39.67,-93.63,1.29,-0.03,-0.37,walking
51.27,-13.56,21.17,-42.85,-8.54,-34.12,1.02,0.14,-0.13,walking
51.14,-10.27,21.95,-43.95,10.38,-13.61,0.85,0.18,-0.17,walking
50.44,-7.53,22.33,-1.95,8.67,-0.37,0.97,0.32,-0.39,walking
50.1,-9.09,22.28,7.51,7.87,35.64,1.06,0.16,-0.48,walking
50.92,-14.37,20.94,72.57,-30.21,64.7,1.22,-0.06,-0.53,walking
51.31,-21.52,18.13,65.67,-41.44,96.92,1,0.04,-0.31,walking
50.17,-28.48,13.55,38.82,-55.54,80.87,0.62,0.07,-0.26,walking
48.51,-31.14,11.61,5.07,7.02,9.28,0.5,-0.07,-0.27,walking
51.17,-26.97,15.66,-99.67,9.95,-73.24,1,0.01,-0.47,walking
51.43,-20.61,19.01,22.28,33.75,-84.41,1.35,-0.04,-0.34,walking
50.32,-14.1,21.36,-28.38,54.26,-93.69,1.17,0.29,-0.1,walking
50.54,-10.23,23.33,-11.84,8.24,-39.61,0.92,0.33,-0.17,walking
50.32,-8.85,23.12,-1.77,10.38,8.61,0.78,0.28,-0.26,walking
50.06,-10.8,24.72,10.68,0.24,7.26,1.02,0.11,-0.55,walking
50.43,-13.05,23.28,57.86,-13.98,32.23,1.28,-0.04,-0.54,walking
51.11,-18.35,19.49,67.2,-31.68,70.25,1.05,-0.1,-0.46,walking
51.89,-25.16,15.15,52.86,-43.21,53.65,0.8,-0.18,-0.37,walking
50.51,-29.66,10.39,-4.46,-6.35,23.44,0.56,-0.16,-0.39,walking
50.76,-29.87,10.27,-49.93,4.88,-25.57,0.89,-0.19,-0.5,walking
50.79,-22.03,17.21,-35.52,38.88,-70.25,1.38,0,-0.41,walking
50.23,-15.84,21.17,-73.61,41.14,-38.33,1.07,0.09,-0.22,walking
49.8,-11.27,23.01,-3.85,2.01,-54.81,0.95,0.24,-0.12,walking
49.35,-9.57,21.97,-31.49,7.02,-2.01,0.87,0.36,-0.29,walking
49.18,-10.19,23.65,1.53,-2.38,40.59,1.22,0.12,-0.58,walking
50.05,-14.73,23.28,58.53,-15.69,73.73,1.06,0.03,-0.5,walking
50.52,-21.55,18.41,82.28,-30.52,55.18,1.02,-0.04,-0.39,walking
50.45,-27.16,15.44,33.08,-27.47,40.59,0.76,-0.12,-0.34,walking
50.43,-29.28,11.63,-4.03,-4.58,9.22,0.65,-0.17,-0.4,walking
50.79,-28.85,13.61,-38.57,1.46,-30.03,0.98,-0.15,-0.54,walking
51.97,-21.28,18.54,-48.34,41.93,-39.49,1.02,0.23,-0.37,walking
51.06,-18.03,20.9,-54.32,8.24,-46.69,1,-0.04,-0.29,walking
49.78,-13.35,22.07,-40.22,0.79,-44.43,0.88,0.18,-0.15,walking
50.46,-8.85,22.69,-37.72,14.1,-10.56,0.84,0.4,-0.2,walking
49.85,-8.07,24.63,49.38,24.41,-11.54,1.13,0.06,-0.28,walking
49.88,-11.82,23.69,15.32,-9.16,39.86,1.16,0.17,-0.47,walking
50.68,-16.17,21.53,55.85,-18.68,56.27,1.07,-0.01,-0.36,walking
51.73,-22.84,17.24,75.93,-39.61,74.65,0.86,-0.02,-0.31,walking
50.31,-28.67,13.16,35.22,-16.54,35.52,0.66,0.07,-0.19,walking
50,-30.63,11.49,-4.46,9.77,-22.83,0.88,-0.13,-0.41,walking
50.22,-25.38,17.59,-112.12,43.95,-29.97,0.78,0.28,-0.38,walking
51.04,-21.53,18.68,-29.3,21.91,-63.35,1.31,-0.07,-0.35,walking
51.12,-17.24,19.43,-4.76,13.79,-43.7,0.89,0.25,-0.17,walking
51.05,-15.89,20.94,-9.95,18.92,-32.9,0.84,0.3,-0.16,walking
49.91,-14.22,21.83,-4.21,18.62,-1.83,0.78,0.39,-0.28,walking
50.38,-14.84,23.22,-6.1,11.78,23.62,1.18,0.32,-0.42,walking
50.44,-17.2,21.11,52.31,0.37,34.85,1.19,0.06,-0.41,walking
50.7,-22.81,18.1,44.43,-48.34,73.24,0.97,0.02,-0.29,walking
50.67,-27.97,14.93,31.07,-44.86,63.72,0.68,0,-0.31,walking
48.61,-32.45,10.16,7.51,-6.59,10.68,0.65,-0.1,-0.38,walking
49.52,-29.81,13.12,-87.71,1.77,-26.92,0.87,-0.07,-0.47,walking
50.17,-24.13,19.36,-34.67,41.93,-76.29,1.27,0.03,-0.44,walking
50.67,-18.12,20.25,-10.8,22.22,-81.54,1.06,0.14,-0.09,walking
51.11,-14.76,22.4,-51.09,15.08,-57.19,0.89,0.22,-0.17,walking
50.17,-10.41,22.07,-16.91,-1.89,-10.86,0.84,0.55,-0.26,walking
49.88,-11.43,23.47,38.57,3.66,22.95,1.17,0.32,-0.56,walking
49.87,-16.04,21.78,58.35,-20.45,80.38,1.22,0.14,-0.48,walking
50.22,-22.39,19.12,68.42,-46.57,87.71,1.03,-0.08,-0.34,walking
48.8,-29.06,14.73,60.85,-40.77,66.65,0.78,-0.02,-0.33,walking
48.05,-32.26,11.08,3.42,16.24,2.56,0.62,-0.07,-0.38,walking
48.8,-29.77,13.93,-59.02,12.94,-38.27,0.98,-0.15,-0.57,walking
48.85,-23.68,18.44,-56.09,43.76,-57.8,1.11,0.16,-0.5,walking
49.58,-18.71,21.07,-47.61,1.46,-55.18,1.07,0.22,-0.2,walking
49.43,-15.01,20.61,-31.49,15.5,-38.76,0.91,0.22,-0.14,walking
50.95,-12.24,23.29,-30.33,7.14,10.31,0.69,0.29,-0.23,walking
50.2,-12.51,22.45,-0.85,-32.9,0.73,1.41,-0.04,-0.37,walking
49.68,-12.87,22.67,28.32,-18.43,55.3,1.14,0.39,-0.44,walking
50.33,-18.51,20.41,73.55,-22.09,54.32,1.06,0.05,-0.34,walking
50.87,-25.73,16.48,66.41,-44.68,63.17,0.86,-0.06,-0.36,walking
48.85,-32.46,10.75,11.78,-11.17,34.06,0.59,-0.1,-0.34,walking
48.39,-31.32,11.04,-29.79,12.94,-34.18,0.8,-0.18,-0.5,walking
50.49,-27.06,16.46,-68.05,39,-57.01,1.19,0.2,-0.4,walking
50.11,-20.67,18.95,-41.63,28.38,-74.46,1.14,0.18,-0.29,walking
50.95,-15.27,21.26,-23.93,36.13,-75.13,0.88,0.13,-0.17,walking
49.39,-11.35,24.16,-21.18,-5.49,4.21,0.82,0.41,-0.15,walking
48.88,-10.85,24.37,31.98,9.7,-1.04,1.01,0.3,-0.39,walking
49.1,-12.46,23.06,33.51,-6.23,52.12,1.14,0.28,-0.46,walking
50.11,-17.98,21.34,68.12,-50.78,61.65,1.29,-0.01,-0.42,walking
51.46,-24.56,17.1,43.03,-41.32,71.66,0.89,-0.04,-0.4,walking
50.42,-31.63,10.45,21.42,-21.12,41.93,0.55,-0.11,-0.38,walking
49.88,-31.79,10.16,-8.91,5.25,-17.58,0.77,-0.11,-0.51,walking
50.49,-28.42,14.51,-106.08,43.21,-36.25,0.9,0.14,-0.47,walking
50.06,-22.12,17.98,-27.53,29.3,-88.44,1.27,0.06,-0.37,walking
50.68,-16.36,21,-19.35,45.41,-83.56,0.94,0.17,-0.19,walking
49.18,-11.22,25.17,-15.81,2.56,-47.79,0.82,0.23,-0.25,walking
49.37,-10.45,24.38,-0.85,0.67,22.34,0.88,0.39,-0.47,walking
49.32,-12.34,23.27,12.82,-8,40.1,1,0.38,-0.58,walking
49.62,-17.13,21.44,94.91,-19.17,38.39,1.38,-0.03,-0.58,walking
51.26,-23.88,16.74,68.97,-39.73,67.26,0.91,-0.28,-0.4,walking
50.13,-31.71,9.16,34,-29.66,23.19,0.7,-0.15,-0.4,walking
50.72,-31.93,10.68,-36.07,18.37,-19.9,0.76,-0.06,-0.52,walking
51.92,-28.52,14.34,-73.91,32.41,-59.27,0.93,-0.04,-0.64,walking
50.94,-21.51,19.48,-30.03,36.87,-77.09,1.25,0.1,-0.37,walking
49.22,-13.71,22.39,-21.18,31.13,-77.51,1.02,0.23,-0.16,walking
48.99,-10.96,23.85,-4.58,10.74,-42.05,0.96,0.4,-0.15,walking
48.79,-10.47,25.38,15.32,10.19,6.65,0.83,0.33,-0.38,walking
49.19,-12.39,24.29,8.12,3.72,50.54,1.13,0.3,-0.5,walking
49.13,-15.7,22.71,55.42,-36.38,75.13,1.25,0.3,-0.59,walking
50.61,-26.42,16.94,50.35,-36.8,96.44,0.97,-0.04,-0.53,walking
50.35,-32.15,8.02,32.53,-54.14,56.7,0.56,-0.25,-0.45,walking
49.01,-33.74,6.64,-33.63,-3.97,17.76,0.55,-0.27,-0.47,walking
50.5,-32.74,8.65,-56.95,-4.09,-51.94,0.95,-0.29,-0.58,walking
51.72,-26.87,16.33,-83.92,32.59,-66.53,1.37,-0.01,-0.57,walking
50.93,-15.54,19.97,-47,1.28,-73.67,1.07,0.16,-0.28,walking
50.04,-10.44,21.78,-32.1,14.53,-57.86,0.94,0.35,-0.21,walking
49.46,-7.48,24.18,-18.68,4.88,3.72,0.73,0.48,-0.23,walking
48.57,-8.14,24.78,21.85,-27.4,20.02,1.14,0.28,-0.53,walking
49.08,-11.72,22.95,71.41,-33.2,54.14,1.27,0.1,-0.46,walking
51.79,-22.02,19.01,37.05,-50.72,82.82,0.86,-0.36,-0.37,walking
52.54,-26.94,14.42,-7.14,-62.01,61.34,0.56,-0.48,-0.4,walking
53.31,-29.08,12.13,-13.79,-15.32,40.59,0.69,-0.18,-0.5,walking
52.81,-29.03,13.33,-48.16,-9.95,-6.96,0.97,-0.23,-0.68,walking
51.94,-24.07,16.15,-74.1,50.35,-28.69,0.91,0.09,-0.4,walking
49.83,-16.2,22.31,-63.66,9.58,-47,1.12,0.11,-0.3,walking
49.73,-12.5,22.91,-6.47,27.89,-53.77,0.98,0.26,-0.15,walking
48.93,-11.16,22.99,-18.37,15.2,-3.72,0.69,0.36,-0.16,walking
48.14,-11.16,23.94,5.07,14.22,1.46,1.33,0.26,-0.24,walking
48.17,-11.99,23.83,14.28,7.26,64.76,1.15,0.26,-0.43,walking
49.35,-19.15,21.84,101.93,-21.79,31.68,1.18,-0.06,-0.67,walking
49.95,-24.57,17.8,52.49,-37.05,52.06,0.84,-0.13,-0.48,walking
49.72,-29.53,14.69,-20.02,-18.92,44.07,0.57,-0.18,-0.4,walking
48.96,-29.71,13.13,-1.34,-1.22,-36.74,0.82,-0.22,-0.47,walking
50.31,-22.94,18.99,-87.71,24.29,-64.03,0.96,0,-0.52,walking
49.63,-17.19,21.83,-7.69,27.1,-93.08,1.25,-0.03,-0.35,walking
49.61,-12.85,23.3,-25.82,8.12,-54.08,0.86,0.21,-0.29,walking
49.27,-8.91,22.89,-15.87,18.01,-30.76,0.81,0.42,-0.23,walking
48.38,-8.13,23.77,29.54,23.44,1.4,0.95,0.2,-0.33,walking
48.39,-10.84,23.95,21.73,-3.78,53.47,1.25,0.33,-0.43,walking
49.61,-17.85,21.28,81.42,-17.33,48.52,1.28,-0.05,-0.53,walking
50.73,-25.09,15.99,49.07,-37.48,80.69,0.83,-0.19,-0.43,walking
50.84,-29.37,12.67,28.93,-20.32,12.94,0.58,-0.24,-0.4,walking
50.33,-30.58,12.56,-23.74,-1.34,-19.17,0.78,-0.17,-0.51,walking
51.26,-26.65,13.79,-78.61,33.26,-38.7,0.99,-0.07,-0.6,walking
50.63,-18.02,20.64,-28.38,26.73,-69.89,1.27,0,-0.46,walking
50.05,-12.95,22.27,-30.21,28.69,-74.65,0.98,0.22,-0.26,walking
48.82,-8.86,24.44,-11.9,10.25,-45.1,0.88,0.38,-0.17,walking
48.01,-7.45,23.39,-16.24,17.15,-1.16,0.94,0.45,-0.3,walking
47.88,-7.81,25.22,30.52,-5.19,48.46,1.25,0.36,-0.52,walking
48.73,-15.47,22.39,89.54,-35.83,53.77,1.19,0.04,-0.62,walking
50.59,-22.33,18.47,93.32,-41.63,59.39,1.09,0,-0.49,walking
50.52,-29.99,12.23,44.86,-51.15,72.81,0.71,-0.16,-0.48,walking
48.27,-33.61,7.52,5.25,-2.14,17.21,0.53,-0.3,-0.49,walking
49.83,-32.64,8.58,-51.7,18.62,-45.17,0.96,-0.31,-0.59,walking
50.61,-24.01,17.82,-64.27,30.88,-75.62,1.29,0,-0.38,walking
51.31,-16.71,19.8,-62.26,17.03,-58.35,1.13,0.28,-0.24,walking
50.07,-11.63,22.42,-6.65,47.85,-61.95,0.98,0.28,-0.18,walking
48.89,-9.63,24.83,-3.48,26.55,-29.11,0.84,0.33,-0.14,walking
47.44,-9.53,24.22,37.54,-17.64,-1.89,1.23,0.25,-0.69,walking
48.55,-13.95,23.67,13.61,-39.67,100.16,1.03,0.08,-0.61,walking
50.7,-21.14,20.18,50.72,-60.73,87.52,1.06,-0.02,-0.57,walking
49.8,-28.08,15.97,59.94,-38.76,78.92,0.86,-0.1,-0.41,walking
48.28,-33.47,8.72,22.34,-21.06,43.4,0.56,-0.18,-0.35,walking
48,-34.47,8.19,-23.8,-0.67,-18.92,0.86,-0.22,-0.44,walking
50.02,-26.33,17.65,-87.1,25.94,-73.55,1.24,-0.04,-0.58,walking
50.01,-17.85,22.5,-43.88,40.65,-85.88,1.13,0.23,-0.3,walking
